Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,index,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime
37.0,1160.0,4.0,3.0,1.0,2522.0,4.0,73.0,3.0,2.0,2.0,6107.0,20770.0,1.0,13.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,7.0,6.0,8.0,1141,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
41.0,766.0,7.0,3.0,1.0,2523.0,4.0,65.0,4.0,1.0,3.0,3644.0,17476.0,1.0,13.0,3.0,4.0,80.0,2.0,5.0,2.0,3.0,4.0,2.0,0.0,3.0,39,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
30.0,1475.0,2.0,3.0,1.0,2524.0,3.0,89.0,3.0,2.0,2.0,6949.0,27603.0,1.0,21.0,4.0,1.0,80.0,1.0,7.0,5.0,1.0,6.0,5.0,1.0,4.0,104,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
39.0,987.0,3.0,4.0,1.0,2525.0,3.0,84.0,3.0,1.0,3.0,3564.0,14295.0,4.0,22.0,4.0,3.0,80.0,0.0,16.0,5.0,3.0,11.0,7.0,3.0,8.0,76,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,No
41.0,955.0,3.0,3.0,1.0,2526.0,3.0,86.0,3.0,2.0,2.0,5603.0,10036.0,4.0,13.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,1437,Non-Travel,Research & Development,Life Sciences,Male,Manager,Single,Yes,No
42.0,596.0,3.0,4.0,1.0,2527.0,3.0,71.0,3.0,3.0,3.0,10912.0,8903.0,0.0,25.0,4.0,4.0,80.0,0.0,19.0,1.0,3.0,18.0,6.0,10.0,7.0,948,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Yes,Yes
43.0,664.0,6.0,4.0,1.0,2528.0,4.0,57.0,2.0,3.0,1.0,10508.0,24851.0,5.0,22.0,4.0,3.0,80.0,1.0,19.0,2.0,3.0,17.0,12.0,1.0,11.0,1315,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Yes,Yes
33.0,583.0,10.0,3.0,1.0,2529.0,4.0,68.0,3.0,1.0,2.0,4238.0,19491.0,0.0,15.0,3.0,4.0,80.0,1.0,9.0,2.0,2.0,7.0,5.0,1.0,1.0,953,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
27.0,656.0,12.0,2.0,1.0,2530.0,4.0,84.0,3.0,1.0,4.0,3676.0,15568.0,1.0,14.0,3.0,3.0,80.0,0.0,6.0,5.0,4.0,5.0,2.0,1.0,4.0,1168,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,Yes
28.0,597.0,28.0,1.0,1.0,2531.0,2.0,95.0,3.0,1.0,1.0,4776.0,6332.0,1.0,14.0,3.0,2.0,80.0,2.0,7.0,2.0,4.0,6.0,2.0,1.0,2.0,786,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
35.0,280.0,7.0,4.0,1.0,2532.0,2.0,51.0,2.0,1.0,3.0,3398.0,13790.0,3.0,16.0,3.0,2.0,80.0,0.0,13.0,2.0,4.0,7.0,7.0,4.0,2.0,1232,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
38.0,1236.0,2.0,3.0,1.0,2533.0,2.0,41.0,2.0,1.0,3.0,3861.0,27154.0,1.0,19.0,3.0,1.0,80.0,0.0,7.0,3.0,3.0,6.0,4.0,0.0,4.0,1023,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,No
56.0,541.0,3.0,1.0,1.0,2534.0,3.0,50.0,2.0,3.0,1.0,15990.0,18924.0,6.0,16.0,3.0,2.0,80.0,0.0,29.0,3.0,4.0,9.0,7.0,5.0,2.0,832,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,Yes,No
37.0,415.0,3.0,3.0,1.0,2535.0,4.0,67.0,3.0,2.0,4.0,6841.0,20176.0,1.0,22.0,4.0,3.0,80.0,0.0,7.0,4.0,3.0,6.0,5.0,1.0,4.0,99,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
43.0,692.0,7.0,4.0,1.0,2536.0,2.0,93.0,3.0,4.0,2.0,18675.0,7000.0,1.0,15.0,3.0,2.0,80.0,0.0,20.0,3.0,2.0,20.0,7.0,11.0,7.0,1165,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,Yes,Yes
55.0,282.0,10.0,3.0,1.0,2537.0,3.0,83.0,3.0,2.0,1.0,5241.0,26161.0,6.0,20.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,5.0,2.0,1.0,4.0,1136,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,Yes
36.0,619.0,16.0,3.0,1.0,2538.0,3.0,46.0,3.0,2.0,4.0,6051.0,17827.0,1.0,25.0,4.0,3.0,80.0,1.0,8.0,2.0,3.0,6.0,5.0,1.0,2.0,421,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,Yes,No
40.0,472.0,24.0,2.0,1.0,2539.0,3.0,60.0,2.0,2.0,4.0,6367.0,18784.0,6.0,14.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,6.0,2.0,1.0,3.0,417,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,Yes,No
45.0,1096.0,9.0,2.0,1.0,2540.0,4.0,97.0,2.0,4.0,4.0,18483.0,27231.0,7.0,22.0,4.0,4.0,80.0,0.0,23.0,2.0,3.0,2.0,0.0,0.0,1.0,128,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Yes,No
39.0,468.0,2.0,3.0,1.0,2541.0,3.0,83.0,1.0,3.0,1.0,10313.0,6895.0,2.0,22.0,4.0,3.0,80.0,1.0,17.0,2.0,3.0,7.0,7.0,6.0,7.0,463,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,Yes
35.0,1097.0,2.0,3.0,1.0,2542.0,4.0,62.0,3.0,1.0,2.0,3375.0,10648.0,1.0,13.0,3.0,1.0,80.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,898,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Yes,No
32.0,415.0,9.0,4.0,1.0,2543.0,2.0,96.0,3.0,2.0,4.0,5950.0,22073.0,1.0,17.0,3.0,4.0,80.0,0.0,8.0,1.0,3.0,7.0,5.0,0.0,7.0,392,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,Yes,No
32.0,1038.0,9.0,3.0,1.0,2544.0,3.0,83.0,3.0,1.0,3.0,3440.0,12041.0,5.0,19.0,3.0,2.0,80.0,1.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,797,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,No
36.0,494.0,3.0,4.0,1.0,2545.0,4.0,97.0,3.0,2.0,4.0,6170.0,6606.0,1.0,15.0,3.0,3.0,80.0,1.0,7.0,4.0,3.0,6.0,2.0,0.0,4.0,1182,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
41.0,248.0,4.0,3.0,1.0,2546.0,1.0,82.0,3.0,3.0,3.0,10625.0,11869.0,0.0,13.0,3.0,3.0,80.0,1.0,17.0,5.0,2.0,15.0,9.0,4.0,12.0,565,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,No
47.0,1448.0,3.0,3.0,1.0,2547.0,1.0,98.0,1.0,4.0,2.0,17795.0,5294.0,2.0,17.0,3.0,1.0,80.0,0.0,25.0,2.0,3.0,23.0,9.0,1.0,10.0,972,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,No
43.0,790.0,16.0,4.0,1.0,2548.0,1.0,59.0,2.0,2.0,3.0,5812.0,14016.0,6.0,15.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,2.0,0.0,0.0,0.0,1291,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,Yes,No
28.0,357.0,21.0,1.0,1.0,2549.0,4.0,66.0,1.0,1.0,3.0,2723.0,13650.0,1.0,13.0,3.0,3.0,80.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,96,Travel_Rarely,Sales,Other,Female,Sales Executive,Married,Yes,No
44.0,291.0,12.0,4.0,1.0,2550.0,2.0,55.0,3.0,1.0,4.0,5525.0,11321.0,3.0,13.0,3.0,1.0,80.0,1.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,913,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Yes,Yes
43.0,765.0,11.0,3.0,1.0,2551.0,4.0,79.0,3.0,2.0,3.0,6884.0,27679.0,1.0,13.0,3.0,1.0,80.0,1.0,10.0,2.0,4.0,10.0,8.0,8.0,4.0,547,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,Yes
37.0,986.0,2.0,3.0,1.0,2552.0,1.0,42.0,3.0,3.0,4.0,9996.0,9225.0,1.0,22.0,4.0,1.0,80.0,0.0,14.0,3.0,2.0,14.0,7.0,2.0,1.0,1414,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,Yes,No
42.0,512.0,13.0,4.0,1.0,2553.0,3.0,98.0,2.0,3.0,2.0,16310.0,18934.0,6.0,14.0,3.0,4.0,80.0,1.0,20.0,4.0,3.0,18.0,8.0,13.0,2.0,973,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,No
26.0,1375.0,5.0,1.0,1.0,2554.0,3.0,102.0,2.0,1.0,3.0,4764.0,11393.0,5.0,17.0,3.0,3.0,80.0,0.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,671,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,No
43.0,1209.0,3.0,4.0,1.0,2555.0,2.0,69.0,3.0,2.0,2.0,5142.0,26384.0,5.0,13.0,3.0,4.0,80.0,2.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,120,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,No
52.0,866.0,9.0,3.0,1.0,2556.0,1.0,71.0,3.0,1.0,4.0,3443.0,21536.0,4.0,19.0,3.0,2.0,80.0,0.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,1228,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,Yes,No
34.0,1344.0,5.0,2.0,1.0,2557.0,3.0,70.0,2.0,2.0,2.0,5912.0,21164.0,1.0,13.0,3.0,2.0,80.0,2.0,11.0,4.0,2.0,11.0,7.0,2.0,7.0,883,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
52.0,764.0,3.0,3.0,1.0,2558.0,3.0,71.0,3.0,3.0,3.0,16761.0,9327.0,5.0,17.0,3.0,4.0,80.0,0.0,28.0,3.0,3.0,4.0,3.0,0.0,3.0,799,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Yes,No
37.0,1332.0,19.0,3.0,1.0,2559.0,3.0,93.0,4.0,1.0,3.0,3622.0,22894.0,0.0,18.0,3.0,4.0,80.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,635,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,Yes
38.0,1171.0,22.0,4.0,1.0,2560.0,3.0,41.0,3.0,1.0,1.0,4869.0,17710.0,3.0,16.0,3.0,3.0,80.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,456,Travel_Rarely,Sales,Life Sciences,Male,Manager,Divorced,Yes,No
30.0,1298.0,2.0,3.0,1.0,2561.0,3.0,60.0,2.0,2.0,1.0,5113.0,13248.0,1.0,13.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,7.0,18,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,Yes,No
44.0,364.0,7.0,1.0,1.0,2562.0,2.0,63.0,1.0,4.0,3.0,18798.0,21645.0,1.0,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,20.0,14.0,4.0,9.0,1337,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,Yes,No
29.0,1364.0,10.0,4.0,1.0,2563.0,3.0,65.0,3.0,2.0,4.0,5686.0,21957.0,0.0,15.0,3.0,2.0,80.0,0.0,6.0,4.0,3.0,4.0,3.0,1.0,1.0,530,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
34.0,559.0,5.0,3.0,1.0,2564.0,3.0,50.0,3.0,1.0,4.0,3360.0,6152.0,8.0,23.0,4.0,3.0,80.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,1217,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
36.0,606.0,8.0,5.0,1.0,2565.0,4.0,76.0,3.0,2.0,3.0,6941.0,23267.0,2.0,18.0,3.0,1.0,80.0,0.0,14.0,5.0,3.0,1.0,0.0,0.0,0.0,14,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,Yes
39.0,526.0,8.0,3.0,1.0,2566.0,1.0,70.0,4.0,3.0,1.0,11588.0,21692.0,8.0,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,8.0,7.0,0.0,5.0,372,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
39.0,1294.0,8.0,3.0,1.0,2567.0,1.0,83.0,2.0,1.0,1.0,3410.0,10939.0,0.0,22.0,4.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,4.0,0.0,3.0,266,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
38.0,1406.0,27.0,4.0,1.0,2568.0,2.0,101.0,2.0,1.0,3.0,3486.0,27086.0,0.0,23.0,4.0,1.0,80.0,1.0,7.0,4.0,3.0,5.0,3.0,4.0,2.0,1131,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,Yes,No
