EmployeeNumber,Gender,Education,EducationField,Department,JobRole,JobLevel,PerformanceRating,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,BusinessTravel,OverTime,WorkLifeBalance,MaritalStatus,StockOptionLevel,Age,DistanceFromHome,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
467,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Never,Never,Good,Married,L3,27,3,1706,443,50,16571,1,11,0,6,0,0,0,0,No
468,Female,College,Medical,Research & Development,Research Director,L5,Medium,Medium,Medium,Very High,Medium,Travel Rarely,Frequently,Good,Divorced,L1,50,7,18740,989,43,16701,5,12,29,2,27,3,13,8,No
469,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Rarely,Never,Bad,Married,L1,28,21,2713,440,42,6672,1,11,5,2,5,2,0,2,No
470,Male,Master,Life Sciences,Research & Development,Healthcare Representative,L3,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Better,Single,L0,48,4,10999,1355,78,22245,7,14,27,3,15,11,4,8,No
471,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,Very High,Very High,Travel Rarely,Never,Good,Divorced,L1,34,9,8500,943,86,5494,0,11,10,0,9,7,1,6,No
472,Male,Doctor,Marketing,Sales,Sales Executive,L2,High,High,High,Very High,High,Travel Rarely,Never,Good,Divorced,L1,30,27,5304,501,99,25275,7,23,10,2,8,7,7,7,No
473,Female,Below College,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Very High,High,Travel Rarely,Never,Good,Single,L0,35,27,2559,1343,53,17852,1,11,6,3,6,5,1,1,No
474,Male,Master,Technical Degree,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Good,Single,L0,28,5,3441,1434,50,11179,1,13,2,3,2,2,2,2,Yes
475,Male,Master,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Medium,Very High,Travel Rarely,Never,Bad,Single,L0,37,10,4213,370,58,4992,1,15,10,4,10,3,0,8,Yes
476,Male,Master,Medical,Research & Development,Research Scientist,L2,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Good,Married,L0,52,8,4941,723,85,17747,2,15,11,3,8,2,7,7,Yes
477,Male,Below College,Marketing,Sales,Sales Representative,L1,High,High,High,Very High,Very High,Travel Rarely,Frequently,Good,Single,L0,19,22,1675,528,50,26820,1,19,0,2,0,0,0,0,Yes
478,Male,Doctor,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,Medium,Medium,Travel Rarely,Frequently,Better,Divorced,L3,36,13,6134,1456,96,8658,5,13,16,3,2,2,2,2,Yes
479,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Low,Travel Rarely,Never,Best,Single,L0,32,9,4200,1033,41,10224,7,22,10,2,5,4,0,4,Yes
480,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Bad,Married,L1,33,14,2436,813,58,22149,5,13,8,2,5,4,0,4,Yes
481,Male,Bachelor,Medical,Research & Development,Research Scientist,L2,High,High,High,High,Very High,Travel Rarely,Never,Good,Divorced,L2,32,2,5470,977,45,25518,0,13,10,4,9,5,1,6,No
482,Male,College,Life Sciences,Research & Development,Laboratory Technician,L2,High,High,High,High,Very High,Travel Never,Frequently,Better,Married,L1,45,23,3633,248,42,14039,1,15,9,2,9,8,0,8,No
483,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Low,Low,Travel Frequently,Never,Better,Divorced,L2,28,1,2596,1009,45,7160,1,15,1,2,1,0,0,0,Yes
484,Male,Master,Life Sciences,Research & Development,Research Director,L5,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Single,L0,58,2,19246,286,31,25761,7,12,40,2,31,15,13,8,Yes
485,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Better,Single,L0,35,1,2450,992,68,21731,1,19,3,3,3,0,1,2,No
486,Female,Bachelor,Marketing,Sales,Sales Representative,L1,Low,Low,Low,High,Medium,Travel Rarely,Never,Better,Single,L0,29,9,2760,428,52,14630,1,13,2,3,2,2,2,2,Yes
487,Female,Below College,Medical,Sales,Sales Executive,L2,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Married,L2,24,4,4162,1476,42,15211,1,12,5,3,5,4,0,3,No
488,Male,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Never,Bad,Single,L0,28,2,3485,529,79,14935,2,11,5,5,0,0,0,0,Yes
489,Female,Bachelor,Technical Degree,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Frequently,Never,Bad,Single,L0,29,13,5765,115,51,17485,5,11,7,4,5,3,0,0,Yes
490,Male,College,Life Sciences,Human Resources,Human Resources,L1,High,High,High,Medium,High,Travel Never,Never,Better,Divorced,L1,28,1,2706,280,43,10494,1,15,3,2,3,2,2,2,No
491,Male,Bachelor,Technical Degree,Sales,Sales Representative,L1,Very High,Very High,Very High,Very High,High,Travel Frequently,Never,Better,Single,L0,29,24,1091,746,45,10642,1,17,1,3,1,0,0,0,Yes
492,Female,Below College,Technical Degree,Sales,Sales Representative,L1,Low,Low,Low,Low,High,Travel Frequently,Never,Best,Single,L0,19,1,2325,602,100,20989,0,21,1,5,0,0,0,0,Yes
493,Female,Below College,Medical,Research & Development,Manager,L5,High,High,High,Medium,Very High,Travel Rarely,Never,Better,Married,L1,40,4,19033,989,46,6499,1,14,21,2,20,8,9,9,No
494,Male,Doctor,Medical,Research & Development,Research Scientist,L1,Very High,Very High,Very High,Low,Medium,Travel Rarely,Frequently,Good,Married,L0,41,5,2127,1283,90,5561,2,12,7,5,4,2,0,3,No
495,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Low,Travel Rarely,Never,Best,Single,L0,32,9,4200,1033,41,10224,7,22,10,2,5,4,0,4,Yes
496,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,High,Very High,Travel Frequently,Frequently,Bad,Married,L1,42,2,10124,288,40,18611,2,14,24,3,20,8,13,9,No
497,Female,Doctor,Life Sciences,Research & Development,Manufacturing Director,L3,Very High,Very High,Very High,Low,High,Travel Frequently,Never,Better,Single,L0,31,1,7446,1445,100,8931,1,11,10,2,10,8,4,7,Yes
498,Female,Bachelor,Technical Degree,Sales,Sales Executive,L4,Very High,Very High,Very High,Very High,Low,Travel Rarely,Never,Better,Divorced,L1,46,3,13225,1319,45,7739,2,12,25,5,19,17,2,8,No
499,Male,Below College,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Rarely,Frequently,Better,Single,L0,22,7,2472,391,75,26092,1,23,1,2,1,0,0,0,Yes
500,Male,Master,Marketing,Sales,Sales Executive,L4,High,High,High,Low,Medium,Travel Rarely,Never,Better,Single,L0,39,15,13341,119,77,25098,0,12,21,3,20,8,11,10,No
501,Female,Bachelor,Life Sciences,Sales,Sales Executive,L2,High,High,High,Medium,Medium,Travel Rarely,Never,Best,Single,L0,38,16,4198,437,90,16379,2,12,8,5,3,2,1,2,No
502,Male,College,Life Sciences,Research & Development,Manager,L5,Very High,Very High,Very High,Very High,High,Travel Rarely,Never,Good,Divorced,L2,44,4,19190,1199,92,17477,1,14,26,4,25,9,14,13,No
503,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,Very High,High,Travel Rarely,Never,Good,Single,L0,29,1,2058,992,85,19757,0,14,7,1,6,2,1,5,Yes
504,Male,Master,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Medium,Very High,Travel Rarely,Never,Bad,Single,L0,37,10,4213,370,58,4992,1,15,10,4,10,3,0,8,Yes
505,Male,Bachelor,Life Sciences,Sales,Sales Representative,L1,High,High,High,Medium,High,Travel Rarely,Frequently,Better,Divorced,L1,23,7,2275,427,99,25103,1,21,3,2,3,2,0,2,Yes
506,Female,Master,Life Sciences,Research & Development,Research Scientist,L2,Medium,Medium,Medium,High,High,Travel Rarely,Never,Better,Divorced,L1,34,6,4505,1031,45,15000,6,15,12,3,1,0,0,0,No
507,Male,Below College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Medium,Travel Rarely,Frequently,Better,Single,L0,29,3,4723,1370,87,16213,1,18,10,3,10,9,1,5,No
508,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,Very High,Very High,Very High,High,Very High,Travel Rarely,Never,Better,Divorced,L1,43,27,4876,990,87,5855,5,12,8,0,6,4,0,2,No
509,Female,Doctor,Medical,Research & Development,Research Director,L4,Very High,Very High,Very High,High,Low,Travel Rarely,Never,Better,Divorced,L1,33,1,16184,922,95,22578,4,19,10,2,6,1,0,5,No
510,Female,Master,Marketing,Sales,Manager,L5,High,High,High,Very High,Medium,Travel Rarely,Never,Good,Single,L0,46,2,18947,705,83,22822,3,12,22,2,2,2,2,1,No
511,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,Low,Low,Low,Medium,High,Travel Rarely,Frequently,Bad,Single,L0,26,24,2340,471,66,23213,1,18,1,3,1,0,0,0,Yes
512,Female,Below College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Medium,Travel Rarely,Never,Better,Married,L1,29,6,3131,1401,54,26342,1,13,10,5,10,8,0,8,No
513,Male,Master,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,High,Travel Frequently,Frequently,Better,Married,L1,22,3,2853,1256,48,4223,0,11,1,5,0,0,0,0,Yes
514,Female,Below College,Marketing,Sales,Sales Executive,L3,High,High,High,Very High,High,Travel Rarely,Frequently,Best,Divorced,L1,41,4,10447,796,81,26458,0,13,23,3,22,14,13,5,No
515,Male,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Very High,Medium,Travel Frequently,Frequently,Better,Single,L0,18,5,1878,1306,69,8059,1,14,0,3,0,0,0,0,Yes
516,Female,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Very High,High,Travel Rarely,Never,Good,Married,L1,49,25,3211,722,84,22102,1,14,10,3,9,6,1,4,No
517,Male,Doctor,Human Resources,Human Resources,Human Resources,L2,High,High,High,High,Low,Travel Frequently,Frequently,Better,Married,L0,44,1,5743,602,37,10503,4,11,14,3,10,7,0,2,No
518,Female,Bachelor,Human Resources,Human Resources,Human Resources,L3,High,High,High,High,Medium,Travel Frequently,Frequently,Better,Divorced,L3,34,23,9950,988,43,11533,9,15,11,2,3,2,0,2,Yes
519,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Low,Travel Frequently,Frequently,Better,Single,L0,33,3,3348,1076,70,3164,1,11,10,3,10,8,9,7,Yes
520,Male,Master,Life Sciences,Research & Development,Manager,L4,High,High,High,Very High,Low,Travel Never,Never,Better,Divorced,L1,50,2,17924,881,98,4544,1,11,31,3,31,6,14,7,No
521,Female,Doctor,Marketing,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Rarely,Never,Better,Married,L1,48,2,4051,163,37,19658,2,14,14,2,9,7,6,7,No
522,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,Low,Travel Never,Frequently,Best,Single,L0,19,10,1859,504,96,6148,1,25,1,2,1,1,0,0,Yes
523,Male,Below College,Life Sciences,Research & Development,Healthcare Representative,L3,Medium,Medium,Medium,Very High,High,Travel Never,Never,Good,Married,L1,45,1,10748,1238,74,3395,3,23,25,3,23,15,14,4,No
524,Female,College,Life Sciences,Research & Development,Research Scientist,L2,High,High,High,High,Low,Travel Rarely,Never,Good,Married,L2,54,9,2897,155,67,22474,3,11,9,6,4,3,2,3,No
525,Male,Bachelor,Medical,Research & Development,Manufacturing Director,L3,High,High,High,Medium,Low,Travel Frequently,Never,Better,Divorced,L2,37,10,10048,504,61,22573,6,11,17,5,1,0,0,0,Yes
526,Male,Below College,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Medium,Travel Rarely,Never,Better,Single,L0,21,7,2679,337,31,4567,1,13,1,3,1,0,1,0,Yes
527,Male,College,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,High,Travel Frequently,Never,Good,Single,L0,28,2,2561,289,38,5355,7,11,8,2,0,0,0,0,Yes
528,Female,Below College,Life Sciences,Research & Development,Healthcare Representative,L4,Medium,Medium,Medium,Medium,High,Travel Rarely,Frequently,Better,Married,L1,49,6,13966,465,41,11652,2,19,30,3,15,11,2,12,No
529,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Medium,Low,Travel Rarely,Frequently,Better,Married,L0,30,22,2132,138,48,11539,4,11,7,2,5,2,0,1,Yes
530,Male,Below College,Medical,Research & Development,Research Scientist,L1,High,High,High,High,Medium,Travel Rarely,Never,Better,Single,L0,34,6,2960,699,83,17102,2,11,8,2,4,2,1,3,Yes
531,Female,College,Medical,Research & Development,Healthcare Representative,L2,High,High,High,Very High,Very High,Travel Rarely,Never,Best,Married,L1,46,21,8926,261,66,10842,4,22,13,2,9,7,3,7,Yes
532,Female,Master,Life Sciences,Human Resources,Human Resources,L1,High,High,High,Medium,Medium,Travel Frequently,Frequently,Good,Divorced,L1,26,17,2741,426,58,22808,0,11,8,2,7,7,1,0,Yes
533,Female,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L2,High,High,High,Low,Very High,Travel Frequently,Never,Best,Married,L1,40,11,6323,692,73,26849,1,11,10,2,10,9,9,4,No
534,Male,Doctor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,High,Travel Rarely,Never,Better,Single,L0,32,6,3038,120,43,12430,3,20,8,2,5,4,1,4,No
535,Female,Below College,Marketing,Sales,Manager,L5,Low,Low,Low,Very High,Low,Travel Rarely,Never,Better,Married,L1,52,2,19845,266,57,25846,1,15,33,3,32,14,6,9,Yes
536,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,High,Low,Travel Never,Never,Good,Single,L0,43,9,2438,343,52,24978,4,13,7,2,3,2,1,2,No
537,Female,Below College,Marketing,Sales,Manager,L5,Low,Low,Low,Very High,Low,Travel Rarely,Never,Better,Married,L1,52,2,19845,266,57,25846,1,15,33,3,32,14,6,9,Yes
538,Female,Master,Life Sciences,Human Resources,Human Resources,L1,High,High,High,Medium,Medium,Travel Frequently,Frequently,Good,Divorced,L1,26,17,2741,426,58,22808,0,11,8,2,7,7,1,0,Yes
539,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,Low,Low,Low,Very High,Low,Travel Frequently,Frequently,Better,Single,L0,34,7,6074,658,66,22887,1,24,9,3,9,7,0,6,Yes
540,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Bad,Married,L1,33,14,2436,813,58,22149,5,13,8,2,5,4,0,4,Yes
541,Male,Doctor,Marketing,Sales,Sales Executive,L2,High,High,High,High,Very High,Travel Rarely,Never,Good,Married,L1,32,7,9204,601,97,23343,4,12,7,3,4,3,0,3,No
542,Male,Master,Medical,Research & Development,Laboratory Technician,L2,Medium,Medium,Medium,Very High,Low,Travel Frequently,Never,Better,Single,L0,40,16,5094,720,51,11983,6,14,10,6,1,0,0,0,No
543,Female,College,Medical,Research & Development,Research Scientist,L2,High,High,High,Very High,Very High,Travel Rarely,Never,Better,Married,L2,30,28,5775,1275,64,11934,1,13,11,2,10,8,1,9,No
544,Male,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Low,Very High,Travel Frequently,Never,Good,Married,L1,23,9,1790,638,33,26956,1,19,1,3,1,0,1,0,Yes
545,Female,Bachelor,Medical,Sales,Sales Representative,L1,Medium,Medium,Medium,Very High,High,Travel Rarely,Never,Good,Single,L0,20,2,2044,500,49,22052,1,13,2,3,2,2,0,2,Yes
546,Female,Bachelor,Other,Research & Development,Healthcare Representative,L2,High,High,High,Low,Very High,Travel Rarely,Never,Good,Single,L0,37,3,4107,124,35,13848,3,15,8,3,4,3,0,1,No
547,Male,Bachelor,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,Low,Low,Travel Never,Never,Better,Married,L1,45,26,4385,336,52,24162,1,15,10,2,10,7,4,5,No
548,Female,College,Medical,Research & Development,Manager,L5,Low,Low,Low,Very High,Very High,Travel Rarely,Never,Better,Married,L1,55,2,19187,282,58,6992,4,14,23,5,19,9,9,11,No
549,Female,College,Medical,Research & Development,Manufacturing Director,L4,Very High,Very High,Very High,Medium,Very High,Travel Frequently,Frequently,Good,Married,L1,52,28,13247,322,59,9731,2,11,24,3,5,3,0,2,No
550,Male,Master,Medical,Sales,Sales Executive,L2,High,High,High,Very High,Medium,Travel Frequently,Never,Better,Married,L3,40,2,4327,1184,62,25440,5,12,5,2,0,0,0,0,No
551,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,Low,Low,Low,Very High,Low,Travel Frequently,Frequently,Better,Single,L0,34,7,6074,658,66,22887,1,24,9,3,9,7,0,6,Yes
552,Male,College,Life Sciences,Research & Development,Research Scientist,L1,Very High,Very High,Very High,Low,Very High,Travel Rarely,Never,Better,Single,L0,37,10,4680,1225,80,15232,3,17,4,2,1,0,0,0,No
553,Male,College,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Rarely,Never,Better,Single,L0,19,9,2552,645,54,7172,1,25,1,4,1,1,0,0,No
554,Female,College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Very High,Travel Frequently,Frequently,Good,Single,L0,27,5,2379,1297,53,19826,0,14,6,3,5,4,0,2,No
555,Male,Bachelor,Medical,Sales,Sales Executive,L2,Medium,Medium,Medium,Medium,Low,Travel Rarely,Frequently,Good,Divorced,L1,29,5,4187,991,43,3356,1,13,10,3,10,0,0,9,No
556,Female,Below College,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,Low,Travel Frequently,Frequently,Better,Single,L0,24,2,3760,567,32,17218,1,13,6,2,6,3,1,3,No
557,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Very High,Very High,Travel Frequently,Never,Good,Divorced,L2,29,10,3291,490,61,17940,0,14,8,2,7,5,1,1,No
558,Male,Bachelor,Other,Sales,Sales Representative,L1,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Frequently,Best,Single,L0,19,21,2121,419,37,9947,1,13,1,3,1,0,0,0,Yes
559,Female,Master,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Frequently,Frequently,Good,Divorced,L1,35,25,2022,130,96,16612,1,19,10,3,10,2,7,8,Yes
560,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,Low,Travel Never,Frequently,Best,Single,L0,19,10,1859,504,96,6148,1,25,1,2,1,1,0,0,Yes
561,Female,Bachelor,Medical,Research & Development,Healthcare Representative,L3,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Best,Single,L0,34,9,8621,1442,46,17654,1,14,9,3,8,7,7,7,No
562,Female,Bachelor,Medical,Research & Development,Manager,L4,High,High,High,High,Very High,Travel Frequently,Never,Better,Married,L1,50,2,17856,1421,30,9490,2,22,32,3,2,2,2,2,No
563,Male,College,Medical,Sales,Sales Executive,L3,Medium,Medium,Medium,Medium,Medium,Travel Rarely,Never,Better,Married,L2,36,2,7596,164,61,3809,1,13,10,2,10,9,9,0,No
564,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Medium,Travel Frequently,Never,Better,Single,L0,30,5,2422,109,60,25725,0,17,4,3,3,2,1,2,Yes
565,Female,Bachelor,Medical,Sales,Sales Representative,L1,Medium,Medium,Medium,High,Medium,Travel Rarely,Frequently,Better,Divorced,L3,29,1,2800,341,48,23522,6,19,5,3,3,2,0,2,Yes
566,Female,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Single,L0,30,3,2657,1005,88,8556,5,11,8,5,5,2,0,4,Yes
567,Female,Master,Medical,Research & Development,Manufacturing Director,L2,High,High,High,High,High,Travel Rarely,Never,Best,Married,L1,32,3,6725,498,93,13554,1,12,8,2,8,7,6,3,No
568,Female,Master,Life Sciences,Human Resources,Human Resources,L1,High,High,High,Medium,Medium,Travel Frequently,Frequently,Good,Divorced,L1,26,17,2741,426,58,22808,0,11,8,2,7,7,1,0,Yes
569,Male,Bachelor,Life Sciences,Sales,Sales Executive,L2,Medium,Medium,Medium,Very High,Low,Travel Rarely,Never,Better,Married,L0,25,28,8639,959,41,24835,2,18,6,3,2,2,2,2,No
570,Male,Master,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,Medium,Travel Rarely,Never,Best,Married,L1,55,2,2662,836,98,7975,8,20,19,2,5,2,0,4,No
571,Male,Master,Other,Sales,Sales Executive,L2,High,High,High,Low,Very High,Travel Frequently,Frequently,Best,Single,L0,35,12,4581,880,36,10414,3,24,13,2,11,9,6,7,Yes
572,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,Low,High,Travel Rarely,Never,Better,Single,L0,39,23,3904,360,93,22154,0,13,6,2,5,2,0,3,Yes
